name,description,agency,link,error
Built Environment Accelerate to Market Programme,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/built-environment-accelerate-to-market-programme>,False
Business Grant Portal (BGP),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/business-grant-portal-bgp>,False
Cities of Tomorrow (CoT) R&D Programme,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/cities-of-tomorrow-cot-r-d-programme>,False
DfMA and Innovative technologies,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/dfma-and-innovative-technologies>,False
Green Buildings Innovation Cluster (GBIC) Programme,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/green-buildings-innovation-cluster-gbic-programme>,False
Green Mark Incentive Scheme for New Buildings (GMIS-NB),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/green-mark-incentive-scheme-for-new-buildings-gmis-nb>,False
Growth and Transformation Scheme (GTS),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/growth-and-transformation-scheme>,False
IDD,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/idd>,False
Investment Allowance Scheme (IAS),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/investment-allowance-scheme-ias>,False
Off-site Levy Scheme (OLS),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/off-site-levy-scheme>,False
One-Stop Skill Upgrading System (One-Stop),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/one-stop-skill-upgrading-system-one-stop>,False
Productivity Innovation Project,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/productivity-innovation-project>,False
Productivity Solutions Grant,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/productivity-solutions-grant>,False
Research Grant,,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/research-grant>,False
Workforce Training and Upgrading Online System (WTUS),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/workforce-training-and-upgrading-online-system-wtus>,False
Workforce Training and Upgrading Scheme (WTU),,Building and Construction Authority,https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/<https:/www1.bca.gov.sg/buildsg/buildsg-transformation-fund/workforce-training-and-upgrading-scheme-wtu>,False
TeSA for ITE and Polytechnics (TIP) Alliance,The TIP Alliance aims to equip ITE and Polytechnic students and graduates with skills to take up tech job opportunities and share...,Infocomm Media Development Authority,https://www.imda.gov.sg/</how-we-can-help/techskills-accelerator-tesa/tesa-for-ite-and-polytechnics-tip-alliance>,False
TechSkills Accelerator (TeSA),"An initiative of SkillsFuture, TechSkills Accelerator (TeSA) aims to build and develop a skilled Information and Communications...",Infocomm Media Development Authority,https://www.imda.gov.sg/</how-we-can-help/techskills-accelerator-tesa>,False
Tech Immersion and Placement Programme (TIPP),The Tech Immersion and Placement Programme (TIPP) aims to convert non-ICT professionals into industry-ready ICT professionals.,Infocomm Media Development Authority,https://www.imda.gov.sg/</how-we-can-help/techskills-accelerator-tesa/tech-immersion-and-placement-programme-tipp>,False
T-Up Programme,"T-Up programme seconds A*STAR scientists and research engineers to aid in local SMEs’ Research and Development projects for up to two years. Seconded experts share product development strategy, aid innovation in your business processes, and assist companies to develop innovative products. Eligible SMEs can apply for up to 70% grant from Enterprise Singapore to offset qualifying cost.",Enterprise Singapore,https://www.a-star.edu.sg/Collaborate/programmes-for-smes/<https:/forms.office.com/pages/responsepage.aspx?id=P_nIomsSlkWjYIlBqJhLCKuLugg2MIlPryiJG9sQp3tUM0VWM0VOTEs4TUhQWUZPU1BIOEpGNk8wSi4u>,False
Grow Digital,"Grow Digital, an initiative by the Infocomm Media Development Authority (IMDA) and Enterprise Singapore (ESG) under the SMEs Go Digital programme, offers SMEs digital solutions to expand their businesses through e-commerce platforms, both locally and overseas. By leveraging this initiative and other digitalisation efforts in Singapore, SMEs can participate in Business-to-Business (B2B) and Business-to-Consumer (B2C) e-commerce platforms to sell overseas without a need for physical presence.",Infocomm Media Development Authority (IMDA) and Enterprise Singapore (ESG),https://www.imda.gov.sg/programme-listing/smes-go-digital/<#ba96b8c2-3bf6-49fc-a72c-77f5edb505fa>,False
Local Enterprise and Association Development (LEAD) Programme,For trade associations and chambers that aim to drive capability development and internationalisation projects for SMEs. Trade associations and chambers (TACs) are key enablers in enterprise upgrading and industry development. TACs keen to play a more active role in driving capability development and internationalisation projects can apply for the Local Enterprise and Association Development Programme (LEAD) programme.,Enterprise Singapore,https://www.enterprisesg.gov.sg/financial-support/local-enterprise-and-association-development-programme,False
Market Readiness Assistance (MRA) Grant,"The Market Readiness Assistance (MRA) grant helps companies expand into new markets overseas by defraying the costs of overseas market promotion, business development and set-up. The enhanced MRA grant cap of up to S$100,000 will be extended until 31 March 2025.",Enterprise Singapore,https://www.enterprisesg.gov.sg/financial-support/market-readiness-assistance-grant,False
Heartland Enterprise Placemaking Grant,"The Heartland Enterprise Placemaking Grant (HEPG) encourages heartland merchants to organise innovative placemaking activities. These include community engagement activities, public art installations, workshops, and thematic festivals. These activities will complement regular events in the heartlands organised by the local Community Clubs and Merchants’ Associations, contributing to business growth and footfall in the heartlands.",Enterprise Singapore,https://www.enterprisesg.gov.sg/resources/media-centre/media-releases/2024/march/</-/media/esg/files/media-centre/media-releases/2024/march/mr01124_new-heartland-enterprise-placemaking-grant-to-support-heartland-merchants-to-organise-innovative-placemaking-activities.pdf>,False
Built Environment Transformation Gross Floor Area Incentive Scheme,"The Built Environment Transformation Gross Floor Area (BE Transformation GFA) Incentive Scheme aims to encourage greater adoption of enhanced Construction Industry Transformation Map (ITM) standards in areas of digitalisation, productivity and sustainability in private sector developments. Developers/building owners can enjoy up to 3% additional GFA allowed beyond the Master Plan Gross Plot Ratio for delivering the stipulated ITM Outcome Requirements in their building development on private sites of at least 5,000sqm GFA.",Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/built-environment-transformation-gross-floor-area-incentive-scheme,False
Electric Vehicle Common Charger Grant (ECCG),"LTA has launched the Electric Vehicle Common Charger Grant (ECCG) to kickstart the installation of shared charging infrastructure in non-landed private residences (NLPRs). The ECCG will co-fund installation costs of 2,000 EV chargers at NLPRs, as an early adoption incentive. As NLPRs form a significant proportion of residences in Singapore, improving charger provision and access is an important step towards improving the coverage of Singapore’s national EV charging network. At the 2021 Committee of Supply debates, the Government had announced a target to deploy 60,000 EV charging points by 2030, of which 20,000 will be in private premises such as NLPRs, and 40,000 in public carparks.",Land Transport Authority (LTA),https://www.lta.gov.sg/content/ltagov/en/industry_innovations/technologies/electric_vehicles/ev_common_charger_grant.html,False
Green Mark Incentive Scheme for Existing Buildings 2.0 (GMIS-EB 2.0),"The $63-million Green Mark Incentive Scheme for Existing Buildings 2.0 aims to raise the energy performance of existing buildings and accelerate the transition to a low-carbon Built Environment. It provides grant support to building owners to attain higher energy performance by lowering upfront capital costs for energy efficiency retrofits, particularly for buildings meeting Super Low Energy or Zero Energy standards.",Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<javascript:void\(0\)>,False
Building Retrofit Energy Efficiency Financing (BREEF) Scheme,,Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<https:/www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/building-retrofit-energy-efficiency-financing-breef-scheme>,False
Built Environment Transformation Gross Floor Area Incentive Scheme,,Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<https:/www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/built-environment-transformation-gross-floor-area-incentive-scheme>,False
Grant for Low-GWP Refrigerant Chillers (LoGR),,Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<https:/www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/grant-for-low-gwp-refrigerant-chillers-logr>,False
Green Mark Gross Floor Area Incentive Scheme (GM-GFA),,Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<https:/www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/green-mark-gross-floor-area-incentive-scheme-gm-gfa>,False
Green Mark Incentive Scheme for Existing Buildings and Premises (GMIS-EBP),,Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-schemes/<https:/www1.bca.gov.sg/buildsg/sustainability/green-mark-incentive-scheme-for-existing-buildings-and-premises-gmis-ebp\)>,False
Skyrise Greenery Incentive Scheme,"The Skyrise Greenery Incentive Scheme (SGIS) provides funding of up to 50% of installation costs for rooftop greenery and vertical greenery projects on existing buildings, with a cap of $200 per square metre for rooftop greenery and $500 per square metre for vertical greenery. Projects will be assessed for SGIS based on the project’s merits and ability to contribute towards climate, ecological and social resilience goals.",NParks,https://skyrisegreenery.nparks.gov.sg/incentive-scheme/about/,False
Sustainable Bond Grant Scheme,"MAS' Sustainable Bond Grant Scheme (SBGS) offsets up to S$125,000 for eligible green, social, sustainability, sustainability-linked, and transition bonds. The grant is valid till 31 December 2028.",Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/sustainable-bond-grant-scheme,False
Employment Support for Employers to hire Persons with Disabilities (PWDs),"Gain access to subsidies, grants, and employment facilitation services to help hire and integrate PWDs into the organisations. Benefits include course fee subsidy, job redesign grant, recruitment and job support services.",Workforce Singapore,https://www.wsg.gov.sg/programmes-and-initiatives/</home/employers-industry-partners/workforce-development-job-redesign/for-employers-to-hire-persons-with-disabilities>,False
Employment Support for Employers to hire Seniors,To provide career advisory and job matching services to senior jobseekers aged 50 and above. Benefits include committed seniors looking for employment.,Workforce Singapore,https://www.wsg.gov.sg/programmes-and-initiatives/</home/employers-industry-partners/workforce-development-job-redesign/employment-support-for-seniors>,False
Environmental Services Job Redesign Initiative,"Supporting ES enterprises to leverage job redesign to complement and sustain business and workforce transformation efforts. Benefits include curated support for the ES industry, access to professional JR consultancy, and job redesign reskilling salary support.",Workforce Singapore,https://www.wsg.gov.sg/programmes-and-initiatives/</home/employers-industry-partners/workforce-development-job-redesign/environmental-services-job-redesign-initiative>,False
Hiring of Ex-offenders,"Supported by Workforce Singapore and administered by Yellow Ribbon Singapore (YRSG), this programme aims to help ex-offenders become job-ready and prepare them for re-integration into the workforce.",Yellow Ribbon Singapore,https://www.wsg.gov.sg/programmes-and-initiatives/employment-support-for-employers-to-hire-ex-offenders.html,False
Employment Support for Persons with Disabilities,"Employment Support for Persons with Disabilities (PWDs) is a programme supported by Workforce Singapore and SkillsFuture Singapore. Administered by SG Enable, the programme aims to enhance employability and increase employment options for PWDs. Through this programme, PWDs can gain access to career advisory services, training courses and post placement job support.",SG Enable,https://www.wsg.gov.sg/programmes-and-initiatives/employment-support-for-persons-with-disabilities.html,False
New Part-Time Re-Employment Grant (PTRG),"The New PTRG provides up to $125,000 to employers who offer part-time re-employment, flexible work arrangements (FWAs) and structured career planning (SCP) to senior workers. This will provide more flexible work options to attract and retain senior workers, and encourage them to stay in the workforce.",Singapore National Employers Federation (SNEF),https://www.wsg.gov.sg/programmes-and-initiatives/senior-worker-early-adopter-grant-and-part-time-re-employment-grant-employers.html,False
3R Fund,The 3R Fund is a co-funding scheme to encourage organisations to reduce waste disposed of at NEA's incineration plants and disposal facilities through the implementation of waste minimisation and recycling projects.,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/3r-fund,False
Call For Ideas Fund,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/call-for-ideas-fund,False
EcoFriend Awards,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/ecofriend-awards,False
Environmental Services Productivity Solutions Grant (ES PSG),,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/productivity-solutions-grant,False
EENP Awards,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/eenp-awards,False
Energy Efficiency Grant,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/energy-efficiency-grant,False
Hawkers' Productivity Grant,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/hawkers-productivity-grant,False
Incentive to De-register Older Motorcycles [Closed for Applications],,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/incentive-to-de-register-older-motorcycles,False
Singapore Certified Energy Manager SCEM Programme,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/singapore-certified-energy-manager-scem-programme,False
SPA Awards,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/spa-awards,False
Meteorological Service Singapore Local Research Collaborations,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/meteorological-service-singapore-local-research-collaborations,False
Meteorological Service Singapore International Research Collaborations,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/meteorological-service-singapore-international-research-collaborations,False
Environmental Robotics Programme [Closed for Applications],,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/environmental-robotics-programme,False
NEA Innovation Calls [Closed for Applications],,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/nea-innovation-calls,False
Grant Call to automate the collection and pre-processing of soiled crockery for centralised dishwashing [Closed for applications],,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/grant-call-to-automate-the-collection-and-pre-processing-of-soiled-crockery-for-centralised-dishwashing,False
Research Innovation and Enterprise (RIE) Funding Initiatives,,National Environment Agency,https://www.nea.gov.sg/programmes-grants/grants-and-awards/research-innovation-and-enterprise-funding-initiatives,False
Power Sector Carbon Capture and Storage Grant Call,Consultations on the Power Sector Carbon Capture and Storage Grant Call.,Energy Market Authority of Singapore,https://www.ema.gov.sg/news-events/news/media-releases/2024/</partnerships/research-and-development-engagements/grant-calls/power-sector-carbon-capture-storage-grant-call>,False
Award of Second Energy Storage System Grant Call,Grant call for the second energy storage system.,Energy Market Authority of Singapore,https://www.ema.gov.sg/news-events/news/media-releases/2024/</partnerships/research-and-development-engagements/grant-calls/second-energy-storage-grant-call>,False
Energy Efficiency Grant (EEG),"The Energy Efficiency Grant (EEG) aims to support businesses in their sustainability journey by co-funding investments in energy-efficient equipment. It was first launched in 2022 for businesses in the food services, food manufacturing and retail sectors. Since its launch, almost 2,000 companies have tapped on EEG. We are enhancing EEG to include more sectors and provide additional support for companies with more ambitious plans to reduce their emissions.",Singapore Government,,False
Enterprise Financing Scheme (Green),"To support Singapore enterprises embarking on and accelerating their sustainability journey, Enterprise Singapore (EnterpriseSG) will extend the Enterprise Financing Scheme-Green (EFS-Green) by two years until 31 March 2026. It provides risk-sharing of 70% to support lending by partner financial institutions to qualified Singapore enterprises.",Enterprise Singapore,https://www.enterprisesg.gov.sg/financial-support/enterprise-financing-scheme---green,False
Sustainability Reporting Grant,"This grant will provide funding support for large companies with annual revenue $100 million and above, to cover a portion of their costs in producing their first sustainability report in Singapore. The grant defrays up to 30% of qualifying costs, capped at the lower of S$150,000 per company or 30 per cent of the qualifying costs in the preparation of their first sustainability report.",EDB and EnterpriseSG,,False
Resource Efficiency Grant for Emissions (REG(E)),The Resource Efficiency Grant for Emissions (REG(E)) provides support for industrial facilities to undertake projects that improve their energy efficiency and reduce carbon emissions. EDB is enhancing the REG(E) by lowering the carbon abatement threshold from 500 tonnes per annum to 250 tonnes per annum.,EDB,,False
Enterprise Development Grant (EDG),"The Enterprise Development Grant (EDG) supports projects that help you upgrade, innovate, grow and transform your business. Submit your individual project proposals with details on your business plans and project outcomes to take your business further. EDG funds qualifying project costs namely third-party consultancy fees, software and equipment, and internal manpower cost.",Enterprise Singapore,https://www.enterprisesg.gov.sg/financial-support/enterprise-development-grant,False
,,,,False
Accessibility Fund,"To promote an accessible and inclusive built environment, the BCA Accessibility Fund provides grants to building owners for upgrading their existing buildings with essential accessibility and Universal Design features. Building owners, lessors who have the ownership right to upgrade the building and lessees who can carry out the upgrading works with the endorsement of the building owners/lessors are eligible to apply for this fund.",Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/universal-design/accessibility-fund,False
Productivity Innovation Project (PIP),"The Productivity Innovation Project (PIP) incentive scheme co-funds up to 70% of the costs for technology adoption and innovations that improve productivity at construction sites. As announced at MND’s COS 2024, the PIP scheme will be extended to 31 March 2025. The extension is intended to encourage enterprises to continue their productivity upgrading and digitalisation efforts. The scheme aims to defray the costs required to re-engineer processes or adopt labour-efficient construction technologies and encourage construction-related companies to embark on solution development projects that build up their capabilities as well as improve site productivity and reduce site workers.",Building and Construction Authority (BCA),https://www1.bca.gov.sg/buildsg/buildsg-transformation-fund/productivity-innovation-project,False
Productivity Solutions Grant (PSG),Eligible SMEs can receive funding support from the Productivity Solutions Grant (PSG) or other relevant grants to implement digital solutions in the Early Childhood IDP.,Infocomm Media Development Authority (IMDA),https://www.imda.gov.sg/programme-listing/smes-go-digital/industry-digital-plans/<https:/www.businessgrants.gov.sg/>,False
Power Sector Carbon Capture and Storage Grant Call,The Energy Market Authority (EMA) is inviting interested participants to submit proposals on conducting Power Sector Carbon Capture & Storage (CCS) feasibility studies for co-funding support.,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/power-sector-carbon-capture-storage-grant-call>,False
EMA-JTC Grant Call to Accelerate Clean Energy Innovations on Jurong Island,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/ema-jtc-grant-call-to-accelerate-clean-energy-innovations-on-jurong-island>,False
EMA-ESG Grant Call to Develop and Test-bed Solutions for Mitigation of Solar Intermittency and Optimisation of Energy Through Demand-Side Management,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/ema-esg-grant-call-to-develop-and-test-bed-solutions-for-mitigat>,False
National Cybersecurity R&D Grant Call,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/national-cybersecurity-r---d-grant-call>,False
Singapore Energy Grand Challenge (Industry and Research Community),,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/singapore-energy-grand-challenge-industry---research-community>,False
Second Energy Efficiency Grant Call for Power Generation Companies,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/second-energy-efficiency-grant-call-for-power-generation-compani>,False
Smart Grid Grant Call II,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/smart-grid-grant-call-2>,False
Smart Grid Grant Call I,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/smart-grid-grant-call-1>,False
Power Generation Grant Call,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/power-generation-grant-call>,False
Energy Efficiency Grant Call for Power Generation Companies,,Energy Market Authority (EMA),https://www.ema.gov.sg/</partnerships/research-and-development-engagements/grant-calls/energy-efficiency-grant-call-for-power-generation-companies>,False
Asian Financial Leaders Scheme (AFLS),"The AFLS initiative helps financial institutions defray part of the costs incurred in sending promising Singaporean finance professionals on eligible leadership programmes. Its objective is to encourage the financial industry to develop its pool of future leaders, by sending them on eligible leadership programmes that would provide the knowledge to navigate the diverse business, regulatory, and legal environment in the region.",Institute of Banking and Finance (IBF),https://www.mas.gov.sg/schemes-and-initiatives/<https:/www.ibf.org.sg/home/for-financial-institutions/talent-development-and-training-support/develop-leadership-and-specialist-talent/asian-financial-leaders-scheme>,False
ESG FinTech Grant,"The Environmental, Social, and Governance (ESG) FinTech grant was launched as part of the Financial Sector Technology and Innovation (FSTI) scheme to spur the financial sector's adoption of ESG technology solutions. These solutions should empower financial institutions in addressing their key ESG data and infrastructure challenges, supporting their mobilising of capital towards sustainable activities and tracking of their net zero transition plans and programmes. The FSTI scheme is valid until March 2026 Applications will be approved up to March 2026. Approved projects can run beyond March 2026.",Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/fsti-esg-fintech-grant,False
Centre of Excellence,"The Centre of Excellence track seeks to attract financial institutions, Corporate Venture Capital entities (CVCs) and global Technology companies to set up centres of excellence in Singapore to test-bed innovative ideas and roll out market solutions.",Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/<#>,False
Industry-wide Technological Infrastructure or Utility,The Industry-wide Projects track seeks to build industry-wide technological/ utility infrastructure and/or improve efficiency and boost productivity in the financial services sector.,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/<#>,False
Innovation Acceleration,,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/</development/fintech/mas-fsti-innovation-acceleration-track---early-innovation>,False
Artificial Intelligence and Data Analytics,,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/</schemes-and-initiatives/artificial-intelligence-and-data-analytics-aida-grant>,False
ESG FinTech,,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/</schemes-and-initiatives/fsti-esg-fintech-grant>,False
Regulatory Technology,,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/</development/fintech/regtech-grant>,False
Quantum Technology,,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/</schemes-and-initiatives/fsti-quantum-track>,False
Artificial Intelligence and Data Analytics (AIDA) Grant,The Artificial Intelligence and Data Analytics (AIDA) Grant was launched as part of the Financial Sector Technology and Innovation (FSTI) scheme under the Financial Sector Development Fund (FSDF) to promote AIDA adoption and strengthen the ecosystem. It is specifically catered for projects that are focused on AIDA adoption with the objectives to improve decision making and/or generate better insights unlike other MAS grants for Financial Institutions and FinTechs. The FSTI scheme is valid until March 2026. Applications will be approved up to March 2026. Approved projects can run beyond March 2026.,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/Artificial-Intelligence-and-Data-Analytics-AIDA-Grant,False
Financial Training Scheme (FTS),The Financial Training Scheme (FTS) provides funding for financial sector-specific training courses which are recognised under FTS and not accredited under the Skills Framework for Financial Services (SFwFS). This scheme is only available for company-sponsored individuals.,Institute of Banking & Finance (IBF),https://www.ibf.org.sg/home/for-individuals/skills-and-jobs-development/training-support/IBF-FTS,False
MAS FSTI Innovation Acceleration - Early Innovation,"The MAS Financial Sector Technology and Innovation (FSTI) Innovation Acceleration Track provides funding support for experimentation, development and dissemination of nascent innovative technologies in the financial services sector. The FSTI Scheme is valid until March 2026.",Monetary Authority of Singapore,https://www.mas.gov.sg/development/fintech/<#>,False
Grant for Equity Market Singapore Scheme,MAS introduced the Grant for Equity Market Singapore (GEMS) scheme to support listings and expand the equity research ecosystem in our public equity market. GEMS has two components: (i) a Listing Grant that helps issuers defray listed related expenses; (ii) a Research Development Grant that supports research houses to enhance research coverage of Singapore-listed companies and boost the development of Singapore’s equity research ecosystem.,Monetary Authority of Singapore,https://www.mas.gov.sg/schemes-and-initiatives/grant-for-equity-market-singapore-scheme,False
IBF Standards Training Scheme (IBF-STS),"The IBF Standards Training Scheme (""IBF-STS"") provides funding for training and assessment courses that cover key skills needed in the financial sector. Accredited under the Skills Framework for Financial Services (SFwFS). This scheme is available for both self-sponsored and company-sponsored individuals.",Institute of Banking & Finance (IBF),https://www.ibf.org.sg/home/for-individuals/skills-and-jobs-development/training-support/IBF-STS,False
Financial Training Scheme (FTS),,Institute of Banking & Finance (IBF),https://www.ibf.org.sg/home/for-individuals/skills-and-jobs-development/training-support/IBF-FTS,False
Regulatory Technology Grant,The Regulatory Technology (“RegTech”) Grant is part of the Financial Sector Transformation and Innovation (“FSTI”) scheme. It seeks to support financial institutions based in Singapore to enhance the efficiency of their risk management and compliance functions through the use of technological solutions.,Monetary Authority of Singapore,https://www.mas.gov.sg/development/fintech/regtech-grant,False
Grants for Innovation,"Get funding on proof-of-concepts, hiring, business development and more.",Monetary Authority of Singapore (MAS),https://www.mas.gov.sg/schemes-and-initiatives/</development/fintech/grants-for-innovation>,False
Grants for Smaller Financial Institutions,,Monetary Authority of Singapore (MAS),https://www.mas.gov.sg/schemes-and-initiatives/</development/grants-for-smaller-fis>,False
Financial Sector Development Fund (FSDF),,Monetary Authority of Singapore (MAS),https://www.mas.gov.sg/schemes-and-initiatives/</schemes-and-initiatives/financial-sector-development-fund-fsdf>,False
Digital Resilience Bonus,"The Digital Resilience Bonus provides additional support of up to $10,000 for Food Services and Retail enterprises interested in leveraging digital tools and solutions to adapt to safe management practices. The payout will offset the cost of adopting digital solutions from three pre-defined categories, namely business process solutions, digital presence, and data-driven operations.","SG Digital Office, Enterprise Singapore, Heartland Enterprise Centre Singapore (HECS)",,False
Healthier Dining Grant (HDG),"The HDG is a co-funding scheme offered by HPB to support our HDP Partners in the promotion and publicity of healthier menu items. HPB will reimburse up to 80% of the qualifying costs incurred for producing in-store marketing materials and website/app amendments, up to the approved grant amount, subject to applicable terms and conditions.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-dining-grant-schemes/</healthy-living/food-beverage/healthier-dining-programme/about-the-healthier-dining-grant/#what-is-hdg,False
Healthier Dining Innovation Grant (HDIG),The HDIG is a grant offered by HPB to encourage innovation in the creation and promotion of healthier dining options. It supports projects that develop new healthier menu items or enhance existing ones.,Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-dining-grant-schemes/</healthy-living/food-beverage/healthier-dining-programme/about-the-healthier-dining-innovation/#what-is-hdig,False
Healthier Dining Grant,"The Healthier Dining Grant (HDG) is a funding scheme designed to support F&B operators in offering healthier food and drink options. It provides financial assistance to reduce costs in areas such as research & development, purchase of healthier ingredients, culinary training, and recipe reformulation.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-dining-grant-schemes/</healthy-living/food-beverage/healthier-dining-programme/about-the-healthier-dining-grant/,False
Healthier Dining Innovation Grant,"The Healthier Dining Innovation Grant (HDIG) is a funding scheme of up to S$5,000, aimed at helping F&B operators to upgrade capabilities and undertake food-innovation related activities. It covers costs in research & development, purchase of healthier ingredients, culinary training, and recipe reformulation.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-dining-grant-schemes/</healthy-living/food-beverage/healthier-dining-programme/about-the-healthier-dining-innovation/,False
